298937, 272102
200912640, 38004669
215203017, 52445679
39387425, 24911748
34752245, 21389010
51357580, 36697884
197281, 170442
327644, 300810
33651525, 20616883
243687693, 91510328
205173, 178334
212690873, 50259677
212198831, 49203361
217962649, 55797472
48984850, 34515135
49301632, 34860863
41743178, 27070835
40999190, 26340995
220372382, 59216070
220337348, 59215023
213809039, 58521856
42896706, 28721265
425277, 398445
238691854, 87512525
35502373, 21923478
217684547, 55810535
239548260, 88389372
226762750, 64610421
232499790, 76732252
235744122, 81781037
49019960, 34556375
209075298, 46101329
200433206, 37529148
207016442, 44324354
201537391, 38664409
37754198, 24123829
207401364, 44702254
41022688, 26422412
207746798, 44817262
39841171, 25268582
216696368, 54029305
220766785, 59657578
215070973, 52330937
200664672, 37779174
34076388, 20903638
34943505, 21521615
43479838, 29265665
357160, 330326
234342097, 78572019
206111970, 43602389
212816615, 50284472
228661084, 67025858
212666795, 50063372
212839289, 50254691
242458585, 90332597
233563681, 76820197
31723276, 19028783
201718214, 38774916
219574414, 59301117
230810252, 71340030
200427536, 66309209
45260213, 30965243
46146646, 31571449
31913935, 19219456
48570464, 34220350
203650979, 40621755
41224090, 26492378
230652889, 71179937
51237208, 36807389
206080563, 43541249
235443150, 80962521
205395571, 42658967
236096094, 82250759
36421890, 22581745
218488448, 56702304
32569810, 19832720
39457674, 24965249
238207861, 87339531
34315425, 21070146
40459501, 25892604
34491822, 21196888
32170637, 19476753
44729695, 30377388
41542487, 26782791
226853491, 64760575
39399407, 24926828
200330294, 37305229
219615496, 66173761
34333769, 21083568
37977927, 23832082
212288890, 49346131
36522220, 22652296
202216201, 39235565
223889096, 71689695
237213890, 83773073
226374557, 63445510
397232, 370399
226595239, 64221147
239548976, 88579378
228781204, 67649208
36503778, 22695896
227905761, 66472710
39645965, 25125117
201924872, 39053555
201655443, 38901635
35491712, 21979258
34099678, 23633116
210200716, 47639382
233237072, 76000760
202495940, 39655359
226320389, 63601057
211233520, 48459116
38146145, 23932593
210712336, 47756020
220022861, 58939749
31854241, 19159762
215767657, 53609472
201642603, 38871761
221234430, 59778989
215976207, 53290939
234923581, 79979577
230959545, 71809572
230945145, 71809220
33986204, 20844262
47361575, 32500885
211851735, 48879344
236190517, 82740964
35654263, 22034064
43625891, 34611044
32780081, 19993322
219273367, 57730386
229128984, 68231414
228946662, 67911288
212369131, 49499111
244112505, 91485214
239752921, 88661631
50480145, 35929538
200325507, 37305064
207259225, 44512997
241686035, 91542921
39484678, 25008506
241178798, 89563041
200994768, 38056626
208956069, 45971227
219557452, 58341759
238198307, 87289309
244492392, 92050913
202528190, 39556649
39766067, 25219001
201760608, 38757930
33722239, 20660668
202788703, 39796743
214150131, 51299598
49552802, 35122535
221430645, 59974935
39371342, 24898863
238639655, 87612018
218665700, 56953446
210377929, 47574759
209308496, 72352470
202597044, 39679690
40341057, 25726075
42960473, 28744617
37372894, 23323202
218617332, 56881632
212920485, 50429927
525770, 498938
227037176, 64795310
47324447, 32530358
218974999, 57422124
229722332, 69499125
224852776, 61886661
212997562, 50460830
224146167, 61902458
244152356, 91725641
226366176, 63582052
219362299, 58060092
49698203, 35209691
227058830, 71139129
36545641, 22684826
201513760, 38692597
242299058, 90451085
226888736, 64751397
229188027, 68382824
238791011, 87909711
235654506, 81629139
229767901, 69649253
32376940, 19683057
34254134, 21028225
45292194, 30948872
229902779, 69492300
212928107, 50197717
33195402, 20290855
32911987, 20089172
50649968, 36011657
206830708, 44058108
45714119, 31303158
238746300, 87759262
212090086, 49279868
36516321, 22647804
40502436, 25983876
200758727, 37833209
34141025, 20948665
40322166, 25743802
38568373, 24273331
47115286, 32389412
207744833, 44868534
45629655, 31239893
45219196, 30863471
40386825, 25838019
40015323, 25407817
40015439, 25407919
227682824, 65940803
208436936, 45523799
40868749, 26292565
215892982, 53106649
42945840, 28733307
227615817, 65444049
213751028, 51019765
203164298, 40269358
36486935, 22625132
35613098, 22005845
211054214, 48152152
229328398, 68572165
219340667, 58239396
32351028, 19657143
32423554, 19729656
207383126, 44681650
227793041, 65953672
215028567, 52269515
206281815, 43599011
210037472, 47157754
203549830, 40533944
33744659, 20674063
234449153, 78849815
33300396, 20360064
40671325, 26173384
216613401, 53856667
45887129, 31450232
44550622, 30419750
208184047, 45363608
50340210, 35802746
280182, 253346
202220199, 39245960
31626812, 563137
206744805, 44114942
32738281, 19961050
49529700, 35112254
220066403, 59050966
39579709, 25092472
49277465, 34959764
234711749, 79549934
202318508, 39389959
32551710, 19819093
232668077, 74810752
47519528, 32518443
45926305, 31471878
234919997, 79942812
220225359, 59141699
227010720, 64954686
209386056, 46322759
213906671, 51101612
224846905, 61855986
245135113, 92890457
43243033, 28887604
235428995, 80992163
212878829, 50146404
229856989, 69531263
235075155, 80300301
32952294, 20125207
209171046, 70643260
221739501, 84959080
208719506, 45692913
215005339, 52211450
36299578, 22493387
233820882, 77142530
43693498, 29415307
223210325, 61497773
203021683, 39907605
42268083, 27693767
218088030, 56490339
